,Date/Time,Lat,Lon,Base
20366,9/16/2014 21:18:00,40.738,-74.002,B02512
56567,9/4/2014 11:18:00,40.747,-73.9935,B02598
946892,9/19/2014 19:05:00,40.7177,-73.9634,B02764
912993,9/14/2014 0:57:00,40.716,-73.8365,B02764
1001963,9/27/2014 16:03:00,40.7348,-73.991,B02764
171218,9/17/2014 17:46:00,40.7184,-74.0056,B02598
505574,9/18/2014 18:31:00,40.7075,-74.0044,B02617
76522,9/6/2014 13:03:00,40.7261,-73.8495,B02598
276910,9/1/2014 10:17:00,40.7272,-74.0002,B02617
561453,9/23/2014 8:55:00,40.7098,-74.0137,B02617
330931,9/5/2014 16:39:00,40.6447,-73.7822,B02617
57889,9/4/2014 14:44:00,40.7537,-73.9928,B02598
91816,9/8/2014 8:07:00,40.7864,-73.9716,B02598
222640,9/24/2014 4:42:00,40.7281,-73.9494,B02598
34296,9/30/2014 21:12:00,40.7082,-74.0153,B02512
56222,9/4/2014 10:19:00,40.7165,-73.9509,B02598
979481,9/24/2014 19:51:00,40.7222,-73.9867,B02764
946203,9/19/2014 17:52:00,40.7481,-73.9778,B02764
606889,9/26/2014 23:34:00,40.7219,-73.9975,B02617
876141,9/7/2014 8:36:00,40.6926,-73.9426,B02764
274382,9/30/2014 21:22:00,40.7192,-74.0088,B02598
850139,9/1/2014 5:41:00,40.7601,-73.9873,B02764
278088,9/1/2014 13:10:00,40.6865,-73.9736,B02617
384736,9/9/2014 15:36:00,40.7748,-73.9912,B02617
729935,9/12/2014 16:40:00,40.7685,-73.9498,B02682
971902,9/23/2014 17:40:00,40.7203,-74.0022,B02764
844387,9/30/2014 6:49:00,40.7483,-73.9885,B02682
538665,9/20/2014 23:52:00,40.7681,-73.9705,B02617
825473,9/26/2014 22:21:00,40.7445,-74.003,B02682
786568,9/20/2014 17:21:00,40.7375,-73.9782,B02682
673173,9/4/2014 17:29:00,40.7578,-73.9893,B02682
408674,9/11/2014 11:54:00,40.751,-73.9697,B02617
490202,9/17/2014 16:30:00,40.7551,-73.9713,B02617
140496,9/13/2014 18:42:00,40.7573,-73.9839,B02598
636911,9/29/2014 15:56:00,40.6485,-73.7833,B02617
242545,9/26/2014 17:07:00,40.7419,-74.0054,B02598
380949,9/9/2014 9:09:00,40.7816,-73.9563,B02617
722365,9/11/2014 15:47:00,40.7377,-74.0018,B02682
441689,9/13/2014 17:11:00,40.7779,-73.9887,B02617
622800,9/28/2014 5:43:00,40.6692,-73.9862,B02617
80151,9/6/2014 19:02:00,40.7006,-73.9194,B02598
640076,9/29/2014 20:46:00,40.7392,-74.0035,B02617
396284,9/10/2014 13:25:00,40.7326,-73.9953,B02617
371784,9/8/2014 14:30:00,40.7562,-73.9736,B02617
366029,9/7/2014 22:34:00,40.7741,-73.8726,B02617
511174,9/19/2014 1:05:00,40.7125,-73.9588,B02617
538050,9/20/2014 23:11:00,40.7283,-73.9946,B02617
971817,9/23/2014 17:30:00,40.8969,-73.801,B02764
700938,9/8/2014 10:25:00,40.737,-74.0054,B02682
388518,9/9/2014 19:35:00,40.7476,-74.0105,B02617
53292,9/3/2014 21:40:00,40.7236,-73.9852,B02598
150186,9/14/2014 22:23:00,40.7213,-73.9975,B02598
270680,9/30/2014 14:26:00,40.7324,-74.0005,B02598
689083,9/6/2014 16:49:00,40.7698,-73.9807,B02682
152867,9/15/2014 11:36:00,40.7358,-74.0059,B02598
706032,9/9/2014 7:04:00,40.7054,-74.0171,B02682
347932,9/6/2014 17:35:00,40.6546,-73.9733,B02617
423054,9/12/2014 12:28:00,40.7593,-73.969,B02617
2941,9/3/2014 21:15:00,40.7234,-73.9973,B02512
69487,9/5/2014 18:04:00,40.7635,-73.9695,B02598
932057,9/17/2014 16:47:00,40.7383,-73.9775,B02764
682121,9/5/2014 18:52:00,40.688,-73.9232,B02682
317552,9/4/2014 18:32:00,40.7437,-73.9244,B02617
782204,9/19/2014 23:22:00,40.7171,-73.9953,B02682
370927,9/8/2014 12:51:00,40.7514,-73.971,B02617
942534,9/19/2014 6:24:00,40.7855,-73.9692,B02764
367037,9/8/2014 4:56:00,40.7331,-74.0004,B02617
735303,9/13/2014 10:09:00,40.7718,-73.9811,B02682
413122,9/11/2014 17:54:00,40.7306,-73.9849,B02617
546271,9/21/2014 17:51:00,40.7648,-73.9742,B02617
565151,9/23/2014 16:40:00,40.754,-73.996,B02617
315816,9/4/2014 17:00:00,40.7708,-73.8657,B02617
569138,9/23/2014 21:56:00,40.7346,-74.0097,B02617
330011,9/5/2014 15:43:00,40.7189,-74.005,B02617
362174,9/7/2014 16:48:00,40.7141,-74.011,B02617
24699,9/20/2014 15:59:00,40.705,-74.0161,B02512
514162,9/19/2014 9:43:00,40.748,-73.9913,B02617
5324,9/5/2014 14:39:00,40.7273,-74.007,B02512
541575,9/21/2014 7:50:00,40.6591,-73.978,B02617
244759,9/26/2014 20:54:00,40.7299,-74.0039,B02598
861672,9/4/2014 13:54:00,40.8933,-73.9141,B02764
410028,9/11/2014 14:25:00,40.7554,-73.9737,B02617
974236,9/23/2014 23:16:00,40.5838,-73.9448,B02764
653890,9/1/2014 12:08:00,40.7468,-73.9731,B02682
1000919,9/27/2014 13:50:00,40.7146,-73.954,B02764
800837,9/22/2014 23:10:00,40.7599,-73.9947,B02682
754184,9/16/2014 7:54:00,40.747,-73.9732,B02682
577854,9/24/2014 18:29:00,40.7512,-73.9937,B02617
212039,9/22/2014 14:18:00,40.7557,-73.9918,B02598
579158,9/24/2014 20:15:00,40.7566,-73.9787,B02617
122519,9/11/2014 20:49:00,40.6797,-73.991,B02598
226869,9/24/2014 17:35:00,40.7471,-73.9857,B02598
427443,9/12/2014 18:16:00,40.7394,-73.9886,B02617
244090,9/26/2014 19:39:00,40.7248,-74.0006,B02598
485656,9/17/2014 8:30:00,40.7196,-73.99,B02617
82687,9/6/2014 22:55:00,40.722,-74.0041,B02598
891925,9/10/2014 18:16:00,40.7627,-73.9741,B02764
413688,9/11/2014 18:26:00,40.7192,-73.9998,B02617
890815,9/10/2014 15:28:00,40.7573,-73.9668,B02764
364143,9/7/2014 19:21:00,40.7683,-73.8624,B02617
246415,9/26/2014 23:57:00,40.7189,-73.9642,B02598
886754,9/9/2014 18:15:00,40.7881,-73.9482,B02764
802298,9/23/2014 8:56:00,40.7656,-73.9626,B02682
633381,9/29/2014 8:11:00,40.7682,-73.9529,B02617
332114,9/5/2014 17:38:00,40.712,-73.963,B02617
421094,9/12/2014 8:29:00,40.7463,-73.984,B02617
716930,9/10/2014 18:32:00,40.7564,-73.9728,B02682
390648,9/9/2014 22:12:00,40.7492,-73.977,B02617
905310,9/13/2014 0:09:00,40.7387,-74.0303,B02764
40643,9/2/2014 9:08:00,40.7412,-73.9938,B02598
608363,9/27/2014 2:29:00,40.7043,-73.933,B02617
859191,9/3/2014 19:32:00,40.7302,-73.9515,B02764
497438,9/18/2014 6:32:00,40.7618,-73.9702,B02617
912451,9/13/2014 23:20:00,40.7221,-73.9803,B02764
940759,9/18/2014 20:53:00,40.76,-73.9819,B02764
952526,9/20/2014 14:25:00,40.6675,-73.941,B02764
886997,9/9/2014 18:50:00,40.7135,-73.9374,B02764
364127,9/7/2014 19:19:00,40.781,-73.9564,B02617
802444,9/23/2014 9:35:00,40.6902,-73.9889,B02682
46752,9/3/2014 7:09:00,40.7451,-73.9859,B02598
478803,9/16/2014 17:29:00,40.7223,-74.0016,B02617
926860,9/16/2014 18:10:00,40.789,-73.9703,B02764
159063,9/16/2014 8:27:00,40.7158,-73.965,B02598
128459,9/12/2014 16:11:00,40.7071,-74.0047,B02598
524675,9/19/2014 23:17:00,40.7337,-74.0029,B02617
77833,9/6/2014 15:35:00,40.6911,-73.9898,B02598
363254,9/7/2014 18:10:00,40.7766,-73.9482,B02617
420532,9/12/2014 7:38:00,40.7214,-73.9475,B02617
942752,9/19/2014 7:17:00,40.725,-74.0477,B02764
283697,9/2/2014 6:01:00,40.7923,-73.9762,B02617
551512,9/22/2014 9:05:00,40.7343,-74.0047,B02617
776392,9/19/2014 9:47:00,40.7505,-73.9857,B02682
988418,9/25/2014 22:17:00,40.7242,-73.993,B02764
890268,9/10/2014 13:29:00,40.8994,-73.9011,B02764
381138,9/9/2014 9:33:00,40.721,-73.9994,B02617
298888,9/3/2014 12:47:00,40.7186,-74.0027,B02617
873761,9/6/2014 19:38:00,40.7034,-73.9895,B02764
654690,9/1/2014 15:51:00,40.7217,-73.9876,B02682
60765,9/4/2014 19:08:00,40.7384,-73.9836,B02598
332096,9/5/2014 17:37:00,40.7551,-73.9926,B02617
822703,9/26/2014 16:13:00,40.7405,-74.0066,B02682
660520,9/2/2014 18:23:00,40.7133,-73.9413,B02682
65796,9/5/2014 10:33:00,40.7312,-73.9821,B02598
88538,9/7/2014 18:00:00,40.7161,-73.9625,B02598
432242,9/12/2014 23:03:00,40.7691,-73.9814,B02617
856584,9/3/2014 7:07:00,40.682,-73.9346,B02764
431964,9/12/2014 22:49:00,40.7612,-73.9833,B02617
573012,9/24/2014 10:22:00,40.731,-74.043,B02617
173325,9/17/2014 21:17:00,40.7269,-73.9997,B02598
468219,9/15/2014 19:36:00,40.7686,-73.9499,B02617
6177,9/5/2014 21:43:00,40.7696,-73.9919,B02512
718803,9/10/2014 23:32:00,40.7244,-73.9978,B02682
210847,9/22/2014 9:21:00,40.7782,-73.9783,B02598
922040,9/15/2014 20:58:00,40.7116,-74.0073,B02764
176772,9/18/2014 11:16:00,40.6891,-73.9701,B02598
484621,9/17/2014 7:01:00,40.5962,-73.9904,B02617
346927,9/6/2014 16:38:00,40.734,-74.0062,B02617
368539,9/8/2014 8:01:00,40.7255,-74.0047,B02617
615767,9/27/2014 18:45:00,40.7339,-74.0041,B02617
749603,9/15/2014 13:19:00,40.6444,-73.7834,B02682
531436,9/20/2014 15:48:00,40.7791,-73.9775,B02617
1015155,9/29/2014 7:48:00,40.7778,-73.9591,B02764
171380,9/17/2014 18:01:00,40.7419,-74.0048,B02598
596149,9/26/2014 8:02:00,40.76,-73.8599,B02617
188717,9/19/2014 16:34:00,40.7241,-74.01,B02598
507244,9/18/2014 19:52:00,40.7593,-73.9855,B02617
812724,9/25/2014 5:12:00,40.7336,-73.9565,B02682
446553,9/13/2014 21:40:00,40.7448,-74.0062,B02617
218890,9/23/2014 15:41:00,40.7382,-73.9919,B02598
639454,9/29/2014 19:44:00,40.7663,-73.8863,B02617
873424,9/6/2014 18:42:00,40.7545,-73.9832,B02764
555772,9/22/2014 17:43:00,40.756,-73.9848,B02617
455918,9/14/2014 17:09:00,40.7514,-73.9927,B02617
507834,9/18/2014 20:27:00,40.753,-73.989,B02617
176287,9/18/2014 9:47:00,40.7809,-73.9811,B02598
374769,9/8/2014 18:18:00,40.7496,-73.9771,B02617
384566,9/9/2014 15:23:00,40.7462,-73.8906,B02617
147949,9/14/2014 16:26:00,40.8,-73.9696,B02598
277269,9/1/2014 11:16:00,40.7196,-74.0103,B02617
693551,9/7/2014 1:45:00,40.748,-74.001,B02682
399495,9/10/2014 17:25:00,40.7274,-74.0016,B02617
285590,9/2/2014 9:05:00,40.6905,-74.1783,B02617
640258,9/29/2014 21:06:00,40.7049,-73.9339,B02617
646298,9/30/2014 14:20:00,40.7733,-73.9527,B02617
719391,9/11/2014 6:30:00,40.7758,-73.9091,B02682
586599,9/25/2014 12:45:00,40.7615,-73.9998,B02617
206128,9/21/2014 14:31:00,40.672,-74.0104,B02598
761299,9/17/2014 8:27:00,40.674,-73.9418,B02682
655933,9/1/2014 21:11:00,40.7739,-73.8715,B02682
173668,9/17/2014 21:59:00,40.7264,-73.9937,B02598
45377,9/2/2014 21:25:00,40.7446,-73.8434,B02598
723147,9/11/2014 17:20:00,40.7612,-73.9734,B02682
78475,9/6/2014 16:36:00,40.7438,-73.976,B02598
292451,9/2/2014 20:02:00,40.723,-73.9987,B02617
948637,9/19/2014 22:19:00,40.7127,-73.9538,B02764
763914,9/17/2014 16:55:00,40.7725,-73.9496,B02682
712265,9/10/2014 4:07:00,40.7321,-74.0074,B02682
168466,9/17/2014 11:47:00,40.7238,-74.0006,B02598
504941,9/18/2014 17:57:00,40.8105,-73.9624,B02617
742014,9/14/2014 0:24:00,40.7326,-73.9836,B02682
127166,9/12/2014 13:20:00,40.7643,-73.9556,B02598
762162,9/17/2014 11:44:00,40.7103,-74.0077,B02682
174260,9/18/2014 0:24:00,40.7593,-73.9926,B02598
780204,9/19/2014 19:25:00,40.7543,-73.9985,B02682
437032,9/13/2014 11:41:00,40.8817,-73.8866,B02617
1007342,9/28/2014 0:14:00,40.7274,-73.9938,B02764
1007923,9/28/2014 1:27:00,40.7334,-74.0029,B02764
335342,9/5/2014 20:12:00,40.6848,-73.9991,B02617
789494,9/20/2014 23:14:00,40.7245,-73.9929,B02682
960598,9/21/2014 14:51:00,40.6878,-74.1817,B02764
702664,9/8/2014 16:16:00,40.694,-73.9942,B02682
254320,9/27/2014 22:54:00,40.7583,-73.9899,B02598
877386,9/7/2014 14:58:00,40.8288,-73.9294,B02764
958362,9/21/2014 2:24:00,40.7239,-73.9852,B02764
150408,9/14/2014 23:58:00,40.7514,-73.994,B02598
379060,9/9/2014 6:06:00,40.745,-73.9889,B02617
81862,9/6/2014 21:51:00,40.7278,-73.985,B02598
144646,9/14/2014 1:48:00,40.6718,-73.9841,B02598
25540,9/21/2014 10:00:00,40.7002,-73.9935,B02512
809080,9/24/2014 13:37:00,40.7599,-73.8318,B02682
38155,9/1/2014 20:07:00,40.8509,-73.9416,B02598
186898,9/19/2014 12:39:00,40.7347,-74.0042,B02598
5431,9/5/2014 15:45:00,40.7647,-73.9645,B02512
645716,9/30/2014 13:13:00,40.7503,-73.9987,B02617
382808,9/9/2014 12:54:00,40.7521,-73.9938,B02617
217477,9/23/2014 10:29:00,40.7583,-73.9921,B02598
973368,9/23/2014 20:43:00,40.7369,-73.9959,B02764
893088,9/10/2014 21:18:00,40.7404,-74.0057,B02764
801374,9/23/2014 6:03:00,40.6811,-73.9722,B02682
742834,9/14/2014 5:52:00,40.6466,-73.7896,B02682
286589,9/2/2014 11:11:00,40.7714,-73.8664,B02617
335011,9/5/2014 19:55:00,40.7062,-73.967,B02617
529820,9/20/2014 13:20:00,40.7579,-73.9657,B02617
102181,9/9/2014 15:55:00,40.7814,-73.9482,B02598
308983,9/4/2014 6:52:00,40.7485,-73.9801,B02617
1004814,9/27/2014 20:27:00,40.688,-73.9647,B02764
652433,9/30/2014 22:27:00,40.7514,-73.9867,B02617
479348,9/16/2014 18:02:00,40.7294,-74.0037,B02617
198254,9/20/2014 16:52:00,40.672,-74.0105,B02598
414131,9/11/2014 18:50:00,40.7755,-73.9561,B02617
922945,9/16/2014 6:29:00,40.7027,-74.0125,B02764
266655,9/29/2014 20:47:00,40.7526,-73.9895,B02598
527672,9/20/2014 8:34:00,40.7379,-73.9737,B02617
538429,9/20/2014 23:35:00,40.6628,-73.9898,B02617
220252,9/23/2014 18:32:00,40.7691,-73.9521,B02598
644450,9/30/2014 10:05:00,40.7833,-73.9748,B02617
474807,9/16/2014 11:30:00,40.6879,-74.1813,B02617
658630,9/2/2014 12:43:00,40.7315,-73.9971,B02682
304695,9/3/2014 19:55:00,40.8415,-73.9409,B02617
370790,9/8/2014 12:35:00,40.6792,-73.9287,B02617
811333,9/24/2014 19:52:00,40.7599,-73.9721,B02682
427513,9/12/2014 18:20:00,40.7867,-73.9534,B02617
932333,9/17/2014 17:22:00,40.7516,-74.005,B02764
141456,9/13/2014 19:50:00,40.7102,-73.9631,B02598
381490,9/9/2014 10:14:00,40.7145,-73.9374,B02617
322361,9/4/2014 23:17:00,40.651,-73.9496,B02617
597190,9/26/2014 10:22:00,40.7785,-73.9885,B02617
819923,9/26/2014 4:42:00,40.7579,-73.9794,B02682
41378,9/2/2014 11:37:00,40.7131,-73.9398,B02598
545154,9/21/2014 16:04:00,40.6464,-73.777,B02617
837167,9/28/2014 18:24:00,40.7785,-73.9571,B02682
257277,9/28/2014 12:00:00,40.7082,-73.9114,B02598
242338,9/26/2014 16:44:00,40.7514,-74.0067,B02598
803368,9/23/2014 14:08:00,40.7694,-73.9939,B02682
455286,9/14/2014 16:16:00,40.7739,-73.8728,B02617
466427,9/15/2014 17:23:00,40.7398,-73.9764,B02617
156374,9/15/2014 20:21:00,40.9405,-73.8347,B02598
529614,9/20/2014 12:59:00,40.7447,-73.953,B02617
256455,9/28/2014 9:00:00,40.7358,-73.9816,B02598
694499,9/7/2014 9:39:00,40.7459,-73.9882,B02682
331442,9/5/2014 17:07:00,40.7523,-73.9736,B02617
866118,9/5/2014 11:43:00,40.7556,-73.9793,B02764
473000,9/16/2014 8:43:00,40.7107,-73.9664,B02617
673115,9/4/2014 17:23:00,40.7516,-73.9832,B02682
385996,9/9/2014 17:02:00,40.7555,-73.9756,B02617
608876,9/27/2014 5:41:00,40.6464,-73.7898,B02617
860649,9/4/2014 8:18:00,40.711,-74.0063,B02764
485809,9/17/2014 8:46:00,40.7166,-73.9618,B02617
218547,9/23/2014 14:43:00,40.7855,-73.9692,B02598
680997,9/5/2014 17:00:00,40.7096,-74.0117,B02682
737326,9/13/2014 15:33:00,40.694,-73.9612,B02682
825907,9/26/2014 23:22:00,40.7475,-73.9565,B02682
29099,9/25/2014 10:50:00,40.7712,-73.968,B02512
500462,9/18/2014 12:15:00,40.7458,-73.8473,B02617
166466,9/17/2014 6:00:00,40.7277,-73.9471,B02598
604790,9/26/2014 21:09:00,40.7281,-73.9993,B02617
962870,9/21/2014 22:58:00,40.6938,-73.9062,B02764
830054,9/27/2014 17:18:00,40.7591,-73.9879,B02682
469771,9/15/2014 22:25:00,40.7189,-73.9516,B02617
836532,9/28/2014 16:22:00,40.645,-73.782,B02682
970155,9/23/2014 11:45:00,40.774,-73.8726,B02764
39200,9/2/2014 4:02:00,40.7404,-73.9193,B02598
502430,9/18/2014 15:27:00,40.7515,-73.9679,B02617
358793,9/7/2014 11:45:00,40.6867,-73.9774,B02617
60494,9/4/2014 18:47:00,40.745,-73.9934,B02598
107999,9/10/2014 9:19:00,40.7427,-73.9864,B02598
364877,9/7/2014 20:33:00,40.7703,-73.865,B02617
227415,9/24/2014 18:40:00,40.7306,-73.9906,B02598
15207,9/12/2014 18:13:00,40.7712,-73.9561,B02512
756824,9/16/2014 15:27:00,40.7257,-74.0029,B02682
320819,9/4/2014 21:29:00,40.7371,-74.0014,B02617
589577,9/25/2014 17:10:00,40.7559,-73.9794,B02617
935142,9/18/2014 4:15:00,40.7311,-73.9905,B02764
25761,9/21/2014 14:01:00,40.7948,-73.9445,B02512
337119,9/5/2014 21:54:00,40.7436,-73.9235,B02617
920842,9/15/2014 17:37:00,40.6325,-74.0243,B02764
971267,9/23/2014 15:58:00,40.7684,-73.9824,B02764
127395,9/12/2014 13:57:00,40.7151,-74.0021,B02598
941115,9/18/2014 21:36:00,40.7606,-73.9645,B02764
336698,9/5/2014 21:30:00,40.7103,-73.8491,B02617
725604,9/11/2014 22:15:00,40.7248,-73.999,B02682
496093,9/17/2014 23:19:00,40.7633,-73.9768,B02617
492129,9/17/2014 18:28:00,40.6845,-73.9464,B02617
978089,9/24/2014 17:01:00,40.6737,-74.0045,B02764
227697,9/24/2014 19:15:00,40.7371,-73.9943,B02598
714549,9/10/2014 12:39:00,40.7216,-73.9508,B02682
329073,9/5/2014 14:37:00,40.7392,-73.983,B02617
295295,9/3/2014 6:01:00,40.7655,-73.9914,B02617
711207,9/9/2014 21:01:00,40.7217,-73.9885,B02682
760654,9/17/2014 6:50:00,40.7685,-73.9616,B02682
707841,9/9/2014 13:03:00,40.7528,-73.9967,B02682
230100,9/25/2014 6:21:00,40.7454,-73.9773,B02598
202399,9/20/2014 23:33:00,40.7381,-73.9813,B02598
252644,9/27/2014 20:02:00,40.7288,-73.9953,B02598
533788,9/20/2014 18:26:00,40.7412,-73.981,B02617
365577,9/7/2014 21:41:00,40.7602,-73.9912,B02617
242428,9/26/2014 16:55:00,40.7594,-73.9919,B02598
46136,9/3/2014 4:04:00,40.7354,-74.0089,B02598
756215,9/16/2014 13:34:00,40.7325,-73.9877,B02682
149968,9/14/2014 21:32:00,40.7751,-73.9634,B02598
173894,9/17/2014 22:32:00,40.7566,-73.9765,B02598
537194,9/20/2014 22:18:00,40.7334,-73.9932,B02617
715375,9/10/2014 15:17:00,40.7072,-74.0082,B02682
543258,9/21/2014 12:34:00,40.7913,-73.9744,B02617
815825,9/25/2014 13:52:00,40.758,-73.9866,B02682
157399,9/16/2014 1:23:00,40.7592,-73.9724,B02598
88343,9/7/2014 17:34:00,40.7382,-73.9943,B02598
439925,9/13/2014 15:34:00,40.7659,-73.9886,B02617
496640,9/18/2014 3:47:00,40.7276,-73.9435,B02617
420261,9/12/2014 7:11:00,40.7799,-73.9502,B02617
153360,9/15/2014 13:38:00,40.7405,-73.9861,B02598
274419,9/30/2014 21:28:00,40.7282,-73.9989,B02598
512034,9/19/2014 6:01:00,40.8442,-73.8294,B02617
808690,9/24/2014 11:51:00,40.7149,-73.956,B02682
129040,9/12/2014 17:11:00,40.7154,-74.014,B02598
425276,9/12/2014 15:59:00,40.7463,-74.0084,B02617
533943,9/20/2014 18:38:00,40.7728,-73.9669,B02617
255907,9/28/2014 3:50:00,40.742,-73.9779,B02598
859043,9/3/2014 19:02:00,40.7377,-73.984,B02764
565790,9/23/2014 17:30:00,40.7343,-73.9894,B02617
1008359,9/28/2014 2:56:00,40.7464,-74.0379,B02764
759938,9/16/2014 23:57:00,40.7207,-73.8464,B02682
122007,9/11/2014 19:57:00,40.7727,-73.9524,B02598
318653,9/4/2014 19:27:00,40.7611,-73.9712,B02617
191597,9/19/2014 20:35:00,40.6981,-73.9748,B02598
104185,9/9/2014 19:13:00,40.7564,-73.9857,B02598
159424,9/16/2014 9:06:00,40.7107,-73.9679,B02598
339457,9/6/2014 0:18:00,40.7332,-74.003,B02617
619915,9/27/2014 23:10:00,40.7134,-73.978,B02617
365565,9/7/2014 21:40:00,40.7439,-74.0065,B02617
886334,9/9/2014 17:11:00,40.7841,-73.9544,B02764
777195,9/19/2014 12:59:00,40.7798,-73.9804,B02682
37385,9/1/2014 17:41:00,40.6456,-73.7767,B02598
562845,9/23/2014 12:18:00,40.8718,-73.9154,B02617
169346,9/17/2014 14:26:00,40.722,-73.989,B02598
183545,9/18/2014 23:10:00,40.7345,-74.0017,B02598
343015,9/6/2014 11:25:00,40.7467,-73.9715,B02617
477733,9/16/2014 16:26:00,40.8009,-73.9608,B02617
958516,9/21/2014 2:59:00,40.7515,-74.0033,B02764
796371,9/22/2014 7:28:00,40.713,-73.9951,B02682
138676,9/13/2014 16:19:00,40.8005,-73.9558,B02598
641799,9/30/2014 5:14:00,40.7038,-73.7733,B02617
837528,9/28/2014 19:39:00,40.7389,-74.0035,B02682
471995,9/16/2014 7:37:00,40.7428,-73.9808,B02617
882769,9/8/2014 20:00:00,40.7274,-73.9794,B02764
972998,9/23/2014 19:58:00,40.7444,-73.99,B02764
984927,9/25/2014 15:22:00,40.6318,-73.945,B02764
780058,9/19/2014 19:08:00,40.7308,-73.9782,B02682
662186,9/3/2014 2:35:00,40.7224,-74.0036,B02682
838974,9/29/2014 6:13:00,40.7601,-73.9671,B02682
928597,9/16/2014 23:11:00,40.6898,-73.9334,B02764
58122,9/4/2014 15:12:00,40.7166,-73.992,B02598
698139,9/7/2014 20:28:00,40.6563,-74.0059,B02682
979304,9/24/2014 19:25:00,40.762,-73.9694,B02764
987670,9/25/2014 20:39:00,40.811,-73.9524,B02764
191518,9/19/2014 20:28:00,40.7076,-74.0088,B02598
67013,9/5/2014 14:06:00,41.0189,-73.9208,B02598
775682,9/19/2014 7:40:00,40.7474,-74.0017,B02682
796802,9/22/2014 8:46:00,40.7821,-73.948,B02682
335239,9/5/2014 20:07:00,40.7655,-73.9625,B02617
273789,9/30/2014 20:15:00,40.7451,-73.9888,B02598
591510,9/25/2014 19:31:00,40.7483,-73.9762,B02617
29122,9/25/2014 11:19:00,40.7723,-73.9827,B02512
147043,9/14/2014 14:14:00,40.743,-73.9904,B02598
220400,9/23/2014 18:48:00,40.7434,-73.9153,B02598
355423,9/7/2014 0:51:00,40.7507,-73.9801,B02617
537340,9/20/2014 22:28:00,40.794,-73.9702,B02617
987938,9/25/2014 21:15:00,40.7876,-73.9559,B02764
1022128,9/30/2014 8:47:00,40.718,-74.0146,B02764
751972,9/15/2014 19:55:00,40.6738,-73.9924,B02682
654228,9/1/2014 13:53:00,40.7624,-73.997,B02682
552949,9/22/2014 12:40:00,40.7547,-73.9859,B02617
521281,9/19/2014 19:39:00,40.7053,-73.9429,B02617
841349,9/29/2014 15:23:00,40.7864,-73.9687,B02682
705877,9/9/2014 6:35:00,40.7755,-73.9782,B02682
623926,9/28/2014 10:11:00,40.6992,-73.9302,B02617
753423,9/16/2014 6:16:00,40.7743,-73.9808,B02682
289856,9/2/2014 16:46:00,40.6435,-73.7899,B02617
572765,9/24/2014 9:45:00,40.7785,-73.9815,B02617
261087,9/29/2014 0:52:00,40.7077,-73.9612,B02598
688105,9/6/2014 14:46:00,40.6948,-73.9681,B02682
195179,9/20/2014 8:31:00,40.7926,-73.9728,B02598
895177,9/11/2014 12:33:00,40.7152,-74.0162,B02764
746427,9/14/2014 20:00:00,40.7419,-74.0047,B02682
1026417,9/30/2014 19:10:00,40.7145,-73.9611,B02764
600384,9/26/2014 16:23:00,40.6906,-73.9959,B02617
590392,9/25/2014 18:07:00,40.7595,-73.9773,B02617
804118,9/23/2014 16:30:00,40.6774,-74.0115,B02682
316208,9/4/2014 17:23:00,40.7413,-73.995,B02617
886355,9/9/2014 17:14:00,40.7858,-73.98,B02764
898704,9/11/2014 22:30:00,40.7291,-73.9842,B02764
1015355,9/29/2014 8:25:00,40.7236,-74.0105,B02764
433518,9/13/2014 0:30:00,40.7264,-74.0075,B02617
250612,9/27/2014 16:30:00,40.7297,-73.9989,B02598
360138,9/7/2014 14:04:00,40.759,-73.9691,B02617
250685,9/27/2014 16:38:00,40.6863,-73.9635,B02598
812341,9/24/2014 23:17:00,40.7592,-73.9902,B02682
547675,9/21/2014 20:20:00,40.7146,-73.9388,B02617
391276,9/9/2014 23:32:00,40.6417,-73.7889,B02617
44151,9/2/2014 18:38:00,40.7259,-73.9982,B02598
569708,9/23/2014 23:02:00,40.7502,-74.0025,B02617
818432,9/25/2014 20:13:00,40.7645,-73.978,B02682
336079,9/5/2014 20:54:00,40.7559,-73.9871,B02617
428488,9/12/2014 19:16:00,40.7197,-74.0059,B02617
401900,9/10/2014 19:40:00,40.765,-73.998,B02617
489741,9/17/2014 15:59:00,40.7444,-73.9931,B02617
305028,9/3/2014 20:16:00,40.7189,-73.9607,B02617
864528,9/4/2014 23:47:00,40.7261,-73.8484,B02764
686008,9/6/2014 7:27:00,40.7111,-73.963,B02682
628614,9/28/2014 18:14:00,40.7541,-73.9943,B02617
833602,9/28/2014 1:43:00,40.7354,-74.006,B02682
960370,9/21/2014 14:06:00,40.6554,-74.0031,B02764
740417,9/13/2014 20:56:00,40.6926,-73.9413,B02682
747073,9/14/2014 22:48:00,40.704,-74.0121,B02682
835152,9/28/2014 11:42:00,40.6415,-73.7887,B02682
575775,9/24/2014 15:49:00,40.7424,-73.993,B02617
792772,9/21/2014 14:07:00,40.7201,-74.0103,B02682
549934,9/22/2014 6:16:00,40.6487,-73.7836,B02617
760660,9/17/2014 6:50:00,40.7185,-73.9956,B02682
911030,9/13/2014 20:07:00,40.8475,-73.9375,B02764
368895,9/8/2014 8:31:00,40.7429,-74.0002,B02617
925972,9/16/2014 16:10:00,40.717,-74.0332,B02764
138350,9/13/2014 15:52:00,40.7347,-74.0022,B02598
769514,9/18/2014 13:24:00,40.7184,-73.9538,B02682
